IW8,MW2,QW2,IW4
55064,55295,0,0
55134,55295,0,0
55204,55295,0,0
55274,55295,0,0
55343,55295,30720,0
55413,55295,65535,30719
55477,55295,65535,65535
55403,55295,65535,65535
55182,55295,0,65535
54961,55295,0,0
54753,55295,0,0
54823,55295,0,0
54893,55295,0,0
54964,55295,0,0
55034,55295,0,0
55104,55295,0,0
55173,55295,0,0
55243,55295,0,0
55313,55295,11520,0
55382,55295,65535,11520
55450,55295,65535,65535
55458,55295,65535,65535
55013,55295,0,27136
54800,55295,0,0
54755,55295,0,0
54825,55295,0,0
54894,55295,0,0
54964,55295,0,0
55033,55295,0,0
55102,55295,0,0
55171,55295,0,0
55240,55295,0,0
55309,55295,8960,0
55378,55295,62079,8960
55444,55295,65535,62078
55463,55295,65535,65535
55254,55295,39295,65535
55031,55295,0,39295
54814,55295,0,0
54716,55295,0,0
54785,55295,0,0
54853,55295,0,0
54921,55295,0,0
54989,55295,0,0
55057,55295,0,0
55125,55295,0,0
55192,55295,0,0
55259,55295,0,0
55326,55295,19840,0
55392,55295,65535,19840
55446,55295,65535,65535
55393,55295,65535,65535
55127,55295,0,65535
54837,55295,0,0
54530,55295,0,0
54494,55295,0,0
54457,55295,0,0
54420,55295,0,0
54383,55295,0,0
54347,55295,0,0
54310,55295,0,0
54273,55295,0,0
54236,55295,0,0
54199,55295,0,0
54163,55295,0,0
54126,55295,0,0
54089,55295,0,0
54053,55295,0,0
54016,55295,0,0
53980,55295,0,0
53943,55295,0,0
53907,55295,0,0
53870,55295,0,0
53834,55295,0,0
53798,55295,0,0
53762,55295,0,0
53725,55295,0,0
53689,55295,0,0
53653,55295,0,0
53617,55295,0,0
53581,55295,0,0
53545,55295,0,0
53509,55295,0,0
53473,55295,0,0
53437,55295,0,0
53402,55295,0,0
53366,55295,0,0
53330,55295,0,0
53295,55295,0,0
53224,55295,0,0
53189,55295,0,0
53154,55295,0,0
53154,55295,0,0
53084,55295,0,0
53049,55295,0,0
53014,55295,0,0
52980,55295,0,0
52945,55295,0,0
52911,55295,0,0
52876,55295,0,0
52845,55295,0,0
52822,55295,0,0
52812,55295,0,0
52821,55295,0,0
52853,55295,0,0
52914,55295,0,0
52984,55295,0,0
53055,55295,0,0
53125,55295,0,0
53195,55295,0,0
53265,55295,0,0
53335,55295,0,0
53405,55295,0,0
53476,55295,0,0
53546,55295,0,0
53616,55295,0,0
53687,55295,0,0
53759,55295,0,0
53827,55295,0,0
53897,55295,0,0
53968,55295,0,0
54038,55295,0,0
54108,55295,0,0
54179,55295,0,0
54249,55295,0,0
54319,55295,0,0
54390,55295,0,0
54460,55295,0,0
54530,55295,0,0
54601,55295,0,0
54671,55295,0,0
54741,55295,0,0
54812,55295,0,0
54882,55295,0,0
54952,55295,0,0
55022,55295,0,0
55092,55295,0,0
55162,55295,0,0
55232,55295,0,0
55301,55295,3840,0
55371,55295,52478,3839
55440,55295,65535,52478
55483,55295,65535,65535
55317,55295,65535,65535
55095,55295,0,65535
54874,55295,0,0
54667,55295,0,0
54737,55295,0,0
54808,55295,0,0
54878,55295,0,0
54948,55295,0,0
55017,55295,0,0
55087,55295,0,0
55157,55295,0,0
55226,55295,0,0
55365,55295,44799,0
55434,55295,65535,44799
55494,55295,65535,65535
55360,55295,65535,65535
55137,55295,0,65535
54915,55295,0,0
54707,55295,0,0
54776,55295,0,0
54845,55295,0,0
54914,55295,0,0
54982,55295,0,0
55051,55295,0,0
55120,55295,0,0
55188,55295,0,0
55256,55295,0,0
55324,55295,18560,0
55391,55295,65535,18560
55456,55295,65535,65535
55432,55295,65535,65535
55207,55295,9213,65535
54984,55295,0,9213
54772,55295,0,0
54801,55295,0,0
54868,55295,0,0
54934,55295,0,0
54993,55295,0,0
55039,55295,0,0
55066,55295,0,0
55068,55295,0,0
55040,55295,0,0
55003,55295,0,0
54965,55295,0,0
54928,55295,0,0
54891,55295,0,0
54854,55295,0,0
54816,55295,0,0
54779,55295,0,0
54741,55295,0,0
54704,55295,0,0
54667,55295,0,0
54629,55295,0,0
54592,55295,0,0
54555,55295,0,0
54518,55295,0,0
54481,55295,0,0
54444,55295,0,0
54407,55295,0,0
54370,55295,0,0
54333,55295,0,0
54295,55295,0,0
54259,55295,0,0
54222,55295,0,0
54186,55295,0,0
54149,55295,0,0
54112,55295,0,0
54075,55295,0,0
54039,55295,0,0
54002,55295,0,0
53966,55295,0,0
53930,55295,0,0
53893,55295,0,0
53857,55295,0,0
53821,55295,0,0
53785,55295,0,0
53749,55295,0,0
53713,55295,0,0
53677,55295,0,0
53641,55295,0,0
53606,55295,0,0
53570,55295,0,0
53535,55295,0,0
53499,55295,0,0
53464,55295,0,0
53429,55295,0,0
53394,55295,0,0
53359,55295,0,0
53326,55295,0,0
53300,55295,0,0
53286,55295,0,0
53314,55295,0,0
53314,55295,0,0
53367,55295,0,0
53506,55295,0,0
53576,55295,0,0
53645,55295,0,0
53715,55295,0,0
53784,55295,0,0
53854,55295,0,0
53924,55295,0,0
53993,55295,0,0
54063,55295,0,0
54133,55295,0,0
54203,55295,0,0
54272,55295,0,0
54342,55295,0,0
54412,55295,0,0
54482,55295,0,0
54552,55295,0,0
54621,55295,0,0
54692,55295,0,0
54761,55295,0,0
54831,55295,0,0
54901,55295,0,0
54971,55295,0,0
55040,55295,0,0
55110,55295,0,0
55180,55295,0,0
55250,55295,0,0
55319,55295,15360,0
55389,55295,65535,15359
55456,55295,65535,65535
55448,55295,65535,65535
55226,55295,21376,65535
55005,55295,0,21375
54792,55295,0,0
54772,55295,0,0
54842,55295,0,0
54912,55295,0,0
54982,55295,0,0
55052,55295,0,0
55122,55295,0,0
55192,55295,0,0
55261,55295,0,0
55331,55295,23040,0
55400,55295,65535,23040
55465,55295,65535,65535
55424,55295,65535,65535
55202,55295,6013,65535
54980,55295,0,6013
54770,55295,0,0
54814,55295,0,0
54884,55295,0,0
54954,55295,0,0
55023,55295,0,0
55092,55295,0,0
55161,55295,0,0
55230,55295,0,0
55298,55295,1920,0
55367,55295,47998,1919
55435,55295,65535,47998
55486,55295,65535,65535
55337,55295,65535,65535
54892,55295,0,65535
54682,55295,0,0
54750,55295,0,0
54819,55295,0,0
54887,55295,0,0
54955,55295,0,0
54955,55295,0,0
55090,55295,0,0
55158,55295,0,0
55225,55295,0,0
55292,55295,0,0
55359,55295,40959,0
55423,55295,65535,40959
55470,55295,65535,65535
55323,55295,65535,65535
55051,55295,0,65535
54753,55295,0,0
54439,55295,0,0
54402,55295,0,0
54365,55295,0,0
54328,55295,0,0
54291,55295,0,0
54255,55295,0,0
54218,55295,0,0
54181,55295,0,0
54144,55295,0,0
54107,55295,0,0
54071,55295,0,0
54034,55295,0,0
53997,55295,0,0
53961,55295,0,0
53924,55295,0,0
53887,55295,0,0
53851,55295,0,0
53814,55295,0,0
53778,55295,0,0
53742,55295,0,0
53705,55295,0,0
53633,55295,0,0
53632,55295,0,0
53558,55295,0,0
53522,55295,0,0
53488,55295,0,0
53452,55295,0,0
53416,55295,0,0
53380,55295,0,0
53344,55295,0,0
53309,55295,0,0
53273,55295,0,0
53237,55295,0,0
53202,55295,0,0
53166,55295,0,0
53131,55295,0,0
53096,55295,0,0
53061,55295,0,0
53026,55295,0,0
52991,55295,0,0
52956,55295,0,0
52921,55295,0,0
52887,55295,0,0
52852,55295,0,0
52818,55295,0,0
52783,55295,0,0
52754,55295,0,0
52734,55295,0,0
52729,55295,0,0
52745,55295,0,0
52785,55295,0,0
52855,55295,0,0
52925,55295,0,0
52995,55295,0,0
53065,55295,0,0
53135,55295,0,0
53206,55295,0,0
53276,55295,0,0
53346,55295,0,0
53416,55295,0,0
53486,55295,0,0
53556,55295,0,0
53627,55295,0,0
53697,55295,0,0
53767,55295,0,0
53837,55295,0,0
53908,55295,0,0
53978,55295,0,0
54048,55295,0,0
54189,55295,0,0
54259,55295,0,0
54329,55295,0,0
54400,55295,0,0
54470,55295,0,0
54540,55295,0,0
54611,55295,0,0
54681,55295,0,0
54818,55295,0,0
54821,55295,0,0
54891,55295,0,0
54961,55295,0,0
55031,55295,0,0
55101,55295,0,0
55170,55295,0,0
55240,55295,0,0
55310,55295,9600,0
55379,55295,63359,9600
55447,55295,65535,63359
55464,55295,65535,65535
55251,55295,37375,65535
55030,55295,0,37375
54814,55295,0,0
54726,55295,0,0
54796,55295,0,0
54866,55295,0,0
54936,55295,0,0
55005,55295,0,0
55075,55295,0,0
55236,55295,0,0
55283,55295,0,0
55352,55295,36479,0
55421,55295,65535,36479
55483,55295,65535,65535
55384,55295,65535,65535
55161,55295,0,65535
54939,55295,0,0
54730,55295,0,0
54799,55295,0,0
54868,55295,0,0
54937,55295,0,0
55006,55295,0,0
55074,55295,0,0
55143,55295,0,0
55211,55295,0,0
55279,55295,0,0
55346,55295,32640,0
55414,55295,65535,32640
55476,55295,65535,65535
55392,55295,65535,65535
55167,55295,0,65535
54944,55295,0,0
54733,55295,0,0
54801,55295,0,0
54868,55295,0,0
54935,55295,0,0
54994,55295,0,0
55040,55295,0,0
55067,55295,0,0
55068,55295,0,0
55040,55295,0,0
55002,55295,0,0
54965,55295,0,0
54928,55295,0,0
54890,55295,0,0
54853,55295,0,0
54815,55295,0,0
54778,55295,0,0
54740,55295,0,0
54665,55295,0,0
54628,55295,0,0
54591,55295,0,0
54553,55295,0,0
54516,55295,0,0
54477,55295,0,0
54442,55295,0,0
54405,55295,0,0
54368,55295,0,0
54331,55295,0,0
54294,55295,0,0
54257,55295,0,0
54220,55295,0,0
54183,55295,0,0
54146,55295,0,0
54109,55295,0,0
54073,55295,0,0
54036,55295,0,0
53999,55295,0,0
53963,55295,0,0
53926,55295,0,0
53890,55295,0,0
53854,55295,0,0
53817,55295,0,0
53781,55295,0,0
53745,55295,0,0
53709,55295,0,0
53673,55295,0,0
53637,55295,0,0
53602,55295,0,0
53566,55295,0,0
53531,55295,0,0
53495,55295,0,0
53460,55295,0,0
53425,55295,0,0
53390,55295,0,0
53355,55295,0,0
53320,55295,0,0
53289,55295,0,0
53268,55295,0,0
53267,55295,0,0
53285,55295,0,0
53328,55295,0,0
53397,55295,0,0
53467,55295,0,0
53536,55295,0,0
53606,55295,0,0
53675,55295,0,0
53745,55295,0,0
53815,55295,0,0
53884,55295,0,0
53954,55295,0,0
54023,55295,0,0
54093,55295,0,0
54163,55295,0,0
54233,55295,0,0
54302,55295,0,0
54372,55295,0,0
54442,55295,0,0
54512,55295,0,0
54581,55295,0,0
54651,55295,0,0
54721,55295,0,0
54791,55295,0,0
54861,55295,0,0
54930,55295,0,0
55000,55295,0,0
55070,55295,0,0
55140,55295,0,0
55209,55295,0,0
55279,55295,0,0
55349,55295,34559,0
55418,55295,65535,34559
55481,55295,65535,65535
55391,55295,65535,65535
55169,55295,0,65535
54948,55295,0,0
54740,55295,0,0
54811,55295,0,0
54881,55295,0,0
54951,55295,0,0
55020,55295,0,0
55090,55295,0,0
55160,55295,0,0
55230,55295,0,0
55299,55295,2560,0
55369,55295,49919,2560
55438,55295,65535,49919
55487,55295,65535,65535
55330,55295,65535,65535
55109,55295,0,65535
54888,55295,0,0
54680,55295,0,0
54749,55295,0,0
54819,55295,0,0
54888,55295,0,0
54958,55295,0,0
55027,55295,0,0
55096,55295,0,0
55165,55295,0,0
55233,55295,0,0
55302,55295,4480,0
55370,55295,52479,4480
55438,55295,65535,52479
55477,55295,65535,65535
55309,55295,65535,65535
55086,55295,0,65535
54863,55295,0,0
54654,55295,0,0
54722,55295,0,0
54790,55295,0,0
54858,55295,0,0
54926,55295,0,0
54994,55295,0,0
55061,55295,0,0
55129,55295,0,0
55196,55295,0,0
55263,55295,0,0
55324,55295,18560,0
55374,55295,65535,18560
55402,55295,65535,65535
55319,55295,65535,65535
55008,55295,0,65535
54680,55295,0,0
54366,55295,0,0
54330,55295,0,0
54293,55295,0,0
54256,55295,0,0
54219,55295,0,0
54182,55295,0,0
54146,55295,0,0
54109,55295,0,0
54072,55295,0,0
54035,55295,0,0
53999,55295,0,0
53962,55295,0,0
53926,55295,0,0
53889,55295,0,0
53853,55295,0,0
53816,55295,0,0
53780,55295,0,0
53744,55295,0,0
53671,55295,0,0
53671,55295,0,0
53635,55295,0,0
53599,55295,0,0
53562,55295,0,0
53490,55295,0,0
53490,55295,0,0
53454,55295,0,0
53383,55295,0,0
53347,55295,0,0
53311,55295,0,0
53275,55295,0,0
53240,55295,0,0
53240,55295,0,0
53169,55295,0,0
53134,55295,0,0
53098,55295,0,0
53063,55295,0,0
53028,55295,0,0
52993,55295,0,0
52958,55295,0,0
52924,55295,0,0
52889,55295,0,0
52855,55295,0,0
52820,55295,0,0
52786,55295,0,0
52754,55295,0,0
52730,55295,0,0
52717,55295,0,0
52723,55295,0,0
52751,55295,0,0
52807,55295,0,0
52877,55295,0,0
52947,55295,0,0
53017,55295,0,0
53088,55295,0,0
53158,55295,0,0
53228,55295,0,0
53298,55295,0,0
53368,55295,0,0
53439,55295,0,0
53509,55295,0,0
53579,55295,0,0
53650,55295,0,0
53720,55295,0,0
53790,55295,0,0
53861,55295,0,0
53931,55295,0,0
54002,55295,0,0
54072,55295,0,0
54142,55295,0,0
54213,55295,0,0
54283,55295,0,0
54354,55295,0,0
54424,55295,0,0
54494,55295,0,0
54565,55295,0,0
54635,55295,0,0
54705,55295,0,0
54776,55295,0,0
54846,55295,0,0
54916,55295,0,0
54986,55295,0,0
55056,55295,0,0
55126,55295,0,0
55195,55295,0,0
55265,55295,0,0
55335,55295,25600,0
55405,55295,65535,25600
55469,55295,65535,65535
55417,55295,65535,65535
55195,55295,1533,65535
54974,55295,0,1533
54766,55295,0,0
54830,55295,0,0
54900,55295,0,0
54970,55295,0,0
55039,55295,0,0
55109,55295,0,0
55179,55295,0,0
55248,55295,0,0
55317,55295,14080,0
55386,55295,65535,14080
55453,55295,65535,65535
55449,55295,65535,65535
55227,55295,22016,65535
55005,55295,0,22016
54792,55295,0,0
54768,55295,0,0
54837,55295,0,0
54906,55295,0,0
54975,55295,0,0
55043,55295,0,0
55112,55295,0,0
55180,55295,0,0
55248,55295,0,0
55316,55295,13440,0
55384,55295,65535,13440
55449,55295,65535,65535
55447,55295,65535,65535
55223,55295,19456,65535
55000,55295,0,19456
54786,55295,0,0
54771,55295,0,0
54839,55295,0,0
54906,55295,0,0
54974,55295,0,0
55035,55295,0,0
55085,55295,0,0
55116,55295,0,0
55125,55295,0,0
55104,55295,0,0
55067,55295,0,0
55030,55295,0,0
54992,55295,0,0
54955,55295,0,0
54918,55295,0,0
54880,55295,0,0
54843,55295,0,0
54805,55295,0,0
54768,55295,0,0
54730,55295,0,0
54693,55295,0,0
54656,55295,0,0
54619,55295,0,0
54581,55295,0,0
54544,55295,0,0
54507,55295,0,0
54470,55295,0,0
54433,55295,0,0
54396,55295,0,0
54359,55295,0,0
54322,55295,0,0
54285,55295,0,0
54249,55295,0,0
54212,55295,0,0
54175,55295,0,0
54138,55295,0,0
54102,55295,0,0
54065,55295,0,0
54029,55295,0,0
53992,55295,0,0
53956,55295,0,0
53920,55295,0,0
53883,55295,0,0
53847,55295,0,0
53811,55295,0,0
53775,55295,0,0
53739,55295,0,0
53704,55295,0,0
53668,55295,0,0
53633,55295,0,0
53597,55295,0,0
53562,55295,0,0
53527,55295,0,0
53491,55295,0,0
53456,55295,0,0
53422,55295,0,0
53387,55295,0,0
53358,55295,0,0
53339,55295,0,0
53337,55295,0,0
53354,55295,0,0
53398,55295,0,0
53468,55295,0,0
53537,55295,0,0
53607,55295,0,0
53677,55295,0,0
53746,55295,0,0
53816,55295,0,0
53890,55295,0,0
53955,55295,0,0
54025,55295,0,0
54095,55295,0,0
54164,55295,0,0
54234,55295,0,0
54380,55295,0,0
54444,55295,0,0
54513,55295,0,0
54583,55295,0,0
54653,55295,0,0
54723,55295,0,0
54793,55295,0,0
54862,55295,0,0
54932,55295,0,0
55002,55295,0,0
55072,55295,0,0
55142,55295,0,0
55212,55295,0,0
55281,55295,0,0
55351,55295,35839,0
55421,55295,65535,35839
55483,55295,65535,65535
55388,55295,65535,65535
55166,55295,0,65535
54945,55295,0,0
54738,55295,0,0
54808,55295,0,0
54878,55295,0,0
54948,55295,0,0
55018,55295,0,0
55088,55295,0,0
55158,55295,0,0
55228,55295,0,0
55297,55295,1280,0
55367,55295,47359,1280
55436,55295,65535,47359
55491,55295,65535,65535
55347,55295,65535,65535
55125,55295,0,65535
54904,55295,0,0
54696,55295,0,0
54765,55295,0,0
54835,55295,0,0
54905,55295,0,0
54974,55295,0,0
55043,55295,0,0
55112,55295,0,0
55182,55295,0,0
55251,55295,0,0
55319,55295,15360,0
55388,55295,65535,15359
55453,55295,65535,65535
55444,55295,65535,65535
55220,55295,17536,65535
54997,55295,0,17536
54784,55295,0,0
54779,55295,0,0
54847,55295,0,0
54915,55295,0,0
54983,55295,0,0
55051,55295,0,0
55119,55295,0,0
55186,55295,0,0
55254,55295,0,0
55321,55295,16640,0
55388,55295,65535,16640
55450,55295,65535,65535
55425,55295,65535,65535
55178,55295,0,65535
54912,55295,0,0
54631,55295,0,0
54598,55295,0,0
54561,55295,0,0
54525,55295,0,0
54488,55295,0,0
54451,55295,0,0
54414,55295,0,0
54377,55295,0,0
54340,55295,0,0
54303,55295,0,0
54266,55295,0,0
54230,55295,0,0
54193,55295,0,0
54156,55295,0,0
54119,55295,0,0
54083,55295,0,0
54046,55295,0,0
54010,55295,0,0
53973,55295,0,0
53937,55295,0,0
53900,55295,0,0
53864,55295,0,0
53827,55295,0,0
53791,55295,0,0
53755,55295,0,0
53718,55295,0,0
53682,55295,0,0
53646,55295,0,0
53610,55295,0,0
53574,55295,0,0
53538,55295,0,0
53502,55295,0,0
53466,55295,0,0
53430,55295,0,0
53395,55295,0,0
53359,55295,0,0
53324,55295,0,0
53288,55295,0,0
53253,55295,0,0
53218,55295,0,0
53183,55295,0,0
53148,55295,0,0
53113,55295,0,0
53078,55295,0,0
53043,55295,0,0
53008,55295,0,0
52974,55295,0,0
52940,55295,0,0
52908,55295,0,0
52884,55295,0,0
52874,55295,0,0
52881,55295,0,0
52911,55295,0,0
52970,55295,0,0
53040,55295,0,0
53110,55295,0,0
53180,55295,0,0
53250,55295,0,0
53391,55295,0,0
53461,55295,0,0
53461,55295,0,0
53531,55295,0,0
53601,55295,0,0
53671,55295,0,0
53741,55295,0,0
53812,55295,0,0
53952,55295,0,0
54022,55295,0,0
54093,55295,0,0
54163,55295,0,0
54233,55295,0,0
54303,55295,0,0
54374,55295,0,0
54444,55295,0,0
54514,55295,0,0
54584,55295,0,0
54655,55295,0,0
54725,55295,0,0
54795,55295,0,0
54865,55295,0,0
54935,55295,0,0
55005,55295,0,0
55075,55295,0,0
55145,55295,0,0
55215,55295,0,0
55285,55295,0,0
55354,55295,37759,0
55424,55295,65535,37759
55486,55295,65535,65535
55383,55295,65535,65535
55161,55295,0,65535
54940,55295,0,0
54732,55295,0,0
54802,55295,0,0
54872,55295,0,0
54942,55295,0,0
55012,55295,0,0
55082,55295,0,0
55151,55295,0,0
55221,55295,0,0
55290,55295,0,0
55360,55295,41599,0
55429,55295,65535,41599
55490,55295,65535,65535
55369,55295,65535,65535
55147,55295,0,65535
54925,55295,0,0
54716,55295,0,0
54786,55295,0,0
54855,55295,0,0
54924,55295,0,0
54993,55295,0,0
55062,55295,0,0
55130,55295,0,0
55199,55295,0,0
55267,55295,0,0
55335,55295,25600,0
55403,55295,65535,25600
55466,55295,65535,65535
55412,55295,65535,65535
55188,55295,0,65535
54965,55295,0,0
54754,55295,0,0
54822,55295,0,0
54890,55295,0,0
54958,55295,0,0
55025,55295,0,0
55090,55295,0,0
55148,55295,0,0
55192,55295,0,0
55217,55295,0,0
55216,55295,0,0
55180,55295,0,0
55143,55295,0,0
55105,55295,0,0
55068,55295,0,0
55030,55295,0,0
54992,55295,0,0
54955,55295,0,0
54917,55295,0,0
54880,55295,0,0
54842,55295,0,0
54805,55295,0,0
54767,55295,0,0
54730,55295,0,0
54693,55295,0,0
54655,55295,0,0
54618,55295,0,0
54581,55295,0,0
54544,55295,0,0
54506,55295,0,0
54469,55295,0,0
54432,55295,0,0
54395,55295,0,0
54358,55295,0,0
54321,55295,0,0
54284,55295,0,0
54248,55295,0,0
54211,55295,0,0
54174,55295,0,0
54137,55295,0,0
54101,55295,0,0
54064,55295,0,0
54028,55295,0,0
53991,55295,0,0
53955,55295,0,0
53919,55295,0,0
53883,55295,0,0
53847,55295,0,0
53811,55295,0,0
53775,55295,0,0
53739,55295,0,0
53703,55295,0,0
53668,55295,0,0
53632,55295,0,0
53597,55295,0,0
53562,55295,0,0
53527,55295,0,0
53492,55295,0,0
53458,55295,0,0
53436,55295,0,0
53425,55295,0,0
53431,55295,0,0
53459,55295,0,0
53514,55295,0,0
53583,55295,0,0
53653,55295,0,0
53722,55295,0,0
53792,55295,0,0
53861,55295,0,0
53931,55295,0,0
54000,55295,0,0
54070,55295,0,0
54139,55295,0,0
54209,55295,0,0
54278,55295,0,0
54348,55295,0,0
54417,55295,0,0
54487,55295,0,0
54557,55295,0,0
54626,55295,0,0
54696,55295,0,0
54766,55295,0,0
54835,55295,0,0
54905,55295,0,0
54975,55295,0,0
55044,55295,0,0
55114,55295,0,0
55184,55295,0,0
55253,55295,0,0
55323,55295,17920,0
55392,55295,65535,17920
55459,55295,65535,65535
55439,55295,65535,65535
55217,55295,15616,65535
54996,55295,0,15616
54785,55295,0,0
54790,55295,0,0
54860,55295,0,0
54930,55295,0,0
55000,55295,0,0
55069,55295,0,0
55139,55295,0,0
55209,55295,0,0
55279,55295,0,0
55348,55295,33919,0
55418,55295,65535,33919
55481,55295,65535,65535
55393,55295,65535,65535
55171,55295,0,65535
54950,55295,0,0
54742,55295,0,0
54811,55295,0,0
54881,55295,0,0
54951,55295,0,0
55020,55295,0,0
55089,55295,0,0
55158,55295,0,0
55228,55295,0,0
55296,55295,640,0
55365,55295,45439,640
55434,55295,65535,45439
55491,55295,65535,65535
55353,55295,65535,65535
55130,55295,0,65535
54907,55295,0,0
54698,55295,0,0
54767,55295,0,0
54835,55295,0,0
54904,55295,0,0
54972,55295,0,0
55040,55295,0,0
55108,55295,0,0
55175,55295,0,0
55243,55295,0,0
55310,55295,9600,0
55377,55295,62079,9600
55442,55295,65535,62078
55457,55295,65535,65535
55243,55295,32256,65535
55006,55295,0,32256
54761,55295,0,0
54638,55295,0,0
54626,55295,0,0
54589,55295,0,0
54553,55295,0,0
54516,55295,0,0
54479,55295,0,0
54442,55295,0,0
54405,55295,0,0
54368,55295,0,0
54331,55295,0,0
54294,55295,0,0
54257,55295,0,0
54220,55295,0,0
54183,55295,0,0
54146,55295,0,0
54109,55295,0,0
54073,55295,0,0
54036,55295,0,0
53999,55295,0,0
53963,55295,0,0
53926,55295,0,0
53890,55295,0,0
53853,55295,0,0
53817,55295,0,0
53780,55295,0,0
53744,55295,0,0
53708,55295,0,0
53671,55295,0,0
53635,55295,0,0
53599,55295,0,0
53563,55295,0,0
53527,55295,0,0
53491,55295,0,0
53455,55295,0,0
53419,55295,0,0
53348,55295,0,0
53348,55295,0,0
53312,55295,0,0
53241,55295,0,0
53206,55295,0,0
53171,55295,0,0
53136,55295,0,0
53101,55295,0,0
53066,55295,0,0
53031,55295,0,0
52996,55295,0,0
52962,55295,0,0
52927,55295,0,0
52897,55295,0,0
52876,55295,0,0
52870,55295,0,0
52883,55295,0,0
52921,55295,0,0
52991,55295,0,0
53061,55295,0,0
53131,55295,0,0
53201,55295,0,0
53271,55295,0,0
53341,55295,0,0
53411,55295,0,0
53481,55295,0,0
53551,55295,0,0
53621,55295,0,0
53691,55295,0,0
53761,55295,0,0
53831,55295,0,0
53901,55295,0,0
53971,55295,0,0
54042,55295,0,0
54112,55295,0,0
54182,55295,0,0
54252,55295,0,0
54322,55295,0,0
54392,55295,0,0
54463,55295,0,0
54533,55295,0,0
54603,55295,0,0
54673,55295,0,0
54743,55295,0,0
54813,55295,0,0
54883,55295,0,0
54953,55295,0,0
55023,55295,0,0
55093,55295,0,0
55163,55295,0,0
55233,55295,0,0
55302,55295,4480,0
55372,55295,53759,4480
55440,55295,65535,53759
55481,55295,65535,65535
55309,55295,65535,65535
55087,55295,0,65535
54867,55295,0,0
54659,55295,0,0
54729,55295,0,0
54799,55295,0,0
54869,55295,0,0
54939,55295,0,0
55010,55295,0,0
55080,55295,0,0
55148,55295,0,0
55235,55295,0,0
55300,55295,3200,0
55356,55295,42239,3200
55424,55295,65535,42238
55471,55295,65535,65535
55347,55295,65535,65535
55125,55295,0,65535
54903,55295,0,0
54694,55295,0,0
54764,55295,0,0
54833,55295,0,0
54902,55295,0,0
54970,55295,0,0
55039,55295,0,0
55107,55295,0,0
55176,55295,0,0
55244,55295,0,0
55312,55295,10880,0
55379,55295,64638,10879
55445,55295,65535,64638
55454,55295,65535,65535
55233,55295,25856,65535
55009,55295,0,25856
54794,55295,0,0
54752,55295,0,0
54820,55295,0,0
54887,55295,0,0
54952,55295,0,0
55035,55295,0,0
55035,55295,0,0
55049,55295,0,0
55037,55295,0,0
54962,55295,0,0
54962,55295,0,0
54887,55295,0,0
54850,55295,0,0
54812,55295,0,0
54775,55295,0,0
54737,55295,0,0
54700,55295,0,0
54663,55295,0,0
54625,55295,0,0
54588,55295,0,0
54551,55295,0,0
54513,55295,0,0
54476,55295,0,0
54439,55295,0,0
54401,55295,0,0
54362,55295,0,0
54282,55295,0,0
54254,55295,0,0
54217,55295,0,0
54180,55295,0,0
54144,55295,0,0
54107,55295,0,0
54070,55295,0,0
54034,55295,0,0
53997,55295,0,0
53960,55295,0,0
53924,55295,0,0
53886,55295,0,0
53851,55295,0,0
53815,55295,0,0
53779,55295,0,0
53743,55295,0,0
53707,55295,0,0
53671,55295,0,0
53635,55295,0,0
53564,55295,0,0
53494,55295,0,0
53493,55295,0,0
53458,55295,0,0
53422,55295,0,0
53388,55295,0,0
53353,55295,0,0
53318,55295,0,0
53287,55295,0,0
53264,55295,0,0
53255,55295,0,0
53270,55295,0,0
53309,55295,0,0
53377,55295,0,0
53447,55295,0,0
53516,55295,0,0
53586,55295,0,0
53656,55295,0,0
53725,55295,0,0
53795,55295,0,0
53865,55295,0,0
53934,55295,0,0
54004,55295,0,0
54074,55295,0,0
54143,55295,0,0
54213,55295,0,0
54283,55295,0,0
54353,55295,0,0
54422,55295,0,0
54493,55295,0,0
54565,55295,0,0
54655,55295,0,0
54771,55295,0,0
54841,55295,0,0
54911,55295,0,0
54981,55295,0,0
55051,55295,0,0
55120,55295,0,0
55190,55295,0,0
55260,55295,0,0
55329,55295,21760,0
55399,55295,65535,0
55464,55295,65535,65535
55429,55295,65535,65535
55207,55295,9213,65535
54986,55295,0,9213
54776,55295,0,0
54807,55295,0,0
54877,55295,0,0
54947,55295,0,0
55017,55295,0,0
55087,55295,0,0
55157,55295,0,0
55227,55295,0,0
55296,55295,640,0
55366,55295,46079,640
55435,55295,65535,46079
55493,55295,65535,65535
55354,55295,65535,65535
55131,55295,0,65535
54910,55295,0,0
54702,55295,0,0
54772,55295,0,0
54841,55295,0,0
54911,55295,0,0
54980,55295,0,0
55049,55295,0,0
55118,55295,0,0
55187,55295,0,0
55256,55295,0,0
55324,55295,18560,0
55393,55295,65535,18560
55458,55295,65535,65535
55434,55295,65535,65535
55211,55295,11773,65535
54988,55295,0,11773
54776,55295,0,0
54794,55295,0,0
54863,55295,0,0
54931,55295,0,0
54999,55295,0,0
55066,55295,0,0
55134,55295,0,0
55201,55295,0,0
55269,55295,0,0
55336,55295,26240,0
55403,55295,65535,26240
55456,55295,65535,65535
55386,55295,65535,65535
55126,55295,0,65535
54857,55295,0,0
54563,55295,0,0
54526,55295,0,0
54489,55295,0,0
54452,55295,0,0
54416,55295,0,0
54379,55295,0,0
